T_K,J_exp,J_calc,J_trap1,J_trap2,J_trap3,J_trap4
6.000499877929689774e+02,8.656417097607682560e+17,8.635140049674305280e+17,5.129249735190781440e+17,3.480274441870330880e+17,3.017375315509422000e+15,6.470159537796758789e+12
6.005300292968750000e+02,8.645962142645533440e+17,8.644573676296697600e+17,5.093858982190202880e+17,3.524986558954943360e+17,3.069386946222822500e+15,6.612595597455028320e+12
6.010200195312500000e+02,8.658652973005608960e+17,8.654289785554283520e+17,5.057365020651646720e+17,3.571072288118133120e+17,3.123534981313774000e+15,6.762040752491618164e+12
6.015000000000000000e+02,8.663709113858042880e+17,8.663845750648414720e+17,5.021506429329227520e+17,3.616361681760192640e+17,3.176937849646301500e+15,6.909839359201945312e+12
6.019899902343750000e+02,8.688717077571779840e+17,8.673725204216774400e+17,4.984543214050001280e+17,3.663065689149541120e+17,3.232623823935553000e+15,7.065276112876679688e+12
6.025253530649040385e+02,8.655074883442543360e+17,8.684577239157500160e+17,4.944040257660618240e+17,3.714264975654360960e+17,3.293912848059558000e+15,7.236874478240088867e+12
6.029599609375000000e+02,8.633241452002246400e+17,8.693518862296245760e+17,4.910892689817228160e+17,3.756218162898050560e+17,3.344687504282035500e+15,7.380217738748023438e+12
6.034400024414060226e+02,8.639736540633113600e+17,8.703422103833273600e+17,4.874240883979351040e+17,3.802621300832485120e+17,3.400947494633724500e+15,7.539259846464068359e+12
6.036799926757810226e+02,8.672291759581041920e+17,8.708476860194344960e+17,4.855766637511905920e+17,3.826067839352171520e+17,3.429759006561383000e+15,7.621527765008137695e+12
6.040642136793869668e+02,8.699432396386888960e+17,8.716569454324652800e+17,4.826189627692856960e+17,3.863605419098197760e+17,3.475885833584487000e+15,7.753237550241246094e+12
6.046500244140629547e+02,8.725785762222577920e+17,8.729057423195907840e+17,4.780939288169159680e+17,3.921134102996368000e+17,3.547079916407763000e+15,7.957592565163144531e+12
6.053800048828129547e+02,8.764622504347404800e+17,8.744844068369086720e+17,4.724318762595238400e+17,3.993267495755479680e+17,3.637100869654651500e+15,8.217580098695621094e+12
6.058599853515629547e+02,8.735248189077614080e+17,8.755527001595756800e+17,4.686869651882346880e+17,4.041204229446008960e+17,3.697863992648374000e+15,8.395061082775402344e+12
6.061099853515629547e+02,8.737845307193762560e+17,8.761092909678059520e+17,4.667362913093994240e+17,4.066175064553657600e+17,3.729521326858704000e+15,8.487538537258857422e+12
6.070700073242189774e+02,8.709147184873762560e+17,8.782952379298849280e+17,4.592221485975401600e+17,4.162762403608795520e+17,3.853385107248493500e+15,8.852356418623455078e+12
6.071265446589550265e+02,8.732199966390598400e+17,8.784251208298616320e+17,4.587790750573341440e+17,4.168467078782807680e+17,3.860733958651330500e+15,8.874070407404361328e+12
6.077999877929689774e+02,8.771915025548691200e+17,8.800045446364386560e+17,4.534921884385764480e+17,4.236819700252294400e+17,3.949679344071039500e+15,9.138761113202515625e+12
6.080400390625000000e+02,8.749996488738661120e+17,8.805747119276866560e+17,4.516056102407080320e+17,4.261273371288851200e+17,3.981697181331523500e+15,9.234452964526595703e+12
6.087700195312500000e+02,8.747989845297022720e+17,8.823411370144515840e+17,4.458645685457129600e+17,4.335988715859616640e+17,4.080386557234303000e+15,9.531216344582656250e+12
6.088069411057690559e+02,8.737823705375372800e+17,8.824319572021978880e+17,4.455740084237046400e+17,4.339783741508994560e+17,4.085438201024080000e+15,9.546487779531492188e+12
6.092500000000000000e+02,8.735156657744162560e+17,8.835217994551592960e+17,4.420872869595868160e+17,4.385324049301762560e+17,4.146057926501718000e+15,9.729744998918470703e+12
6.102199707031250000e+02,8.769984276763114240e+17,8.859838121662315520e+17,4.344545638545224320e+17,4.485748546113150080e+17,4.281682474822695000e+15,1.014381770013726367e+13
6.104599609375000000e+02,8.795873171592143360e+17,8.866033012826387200e+17,4.325669771152035840e+17,4.510686039810899200e+17,4.315620257099788000e+15,1.024797191456877148e+13
6.111900024414060226e+02,8.830682782861094400e+17,8.885366070449248000e+17,4.268308839003698560e+17,4.586956457207901440e+17,4.420632357338407500e+15,1.057276792838387891e+13
6.116699829101560226e+02,8.847317554296705280e+17,8.898371151526571520e+17,4.230659245158572800e+17,4.637322080494602240e+17,4.490696237749143000e+15,1.079096243467589258e+13
6.119100341796879547e+02,8.854160487296098560e+17,8.904976002232019200e+17,4.211851389811360640e+17,4.662586608823448960e+17,4.526086632413933000e+15,1.090167879516470898e+13
6.124000244140629547e+02,8.852826793679296000e+17,8.918474124876938240e+17,4.173465861078746880e+17,4.714167230956960000e+17,4.598379823813332000e+15,1.112792437597470703e+13
6.131199951171879547e+02,8.901572099232785920e+17,8.939067253121132800e+17,4.117290091315183360e+17,4.790464402486901120e+17,4.707141542689177000e+15,1.147207557835691211e+13
6.133599853515629547e+02,8.943960875796824320e+17,8.945931629202530560e+17,4.098564834727328640e+17,4.815896792996881280e+17,4.743395448981125000e+15,1.158679264581764648e+13
6.136867822265629684e+02,8.970595079727642880e+17,8.955623414942362880e+17,4.073193544713898240e+17,4.850734042590556160e+17,4.793876034147756000e+15,1.174821607045667969e+13
6.143299560546879547e+02,8.974493574766339840e+17,8.974754130376942080e+17,4.023280644241379200e+17,4.919331297797745280e+17,4.893409141530996000e+15,1.206676570571266797e+13
6.148099975585939774e+02,9.002900464747312640e+17,8.989538974662172160e+17,3.986245441671740160e+17,4.970801335202354560e+17,4.969288592595602000e+15,1.231207117167844727e+13
6.155400390625000000e+02,8.985466797765957120e+17,9.012315277914302720e+17,3.930058615409061760e+17,5.049222564226434560e+17,5.085588277560882000e+15,1.268945040911984961e+13
6.157800292968750000e+02,8.979619690689575680e+17,9.020036675877776640e+17,3.911701355730372480e+17,5.075115412413890560e+17,5.124538950527855000e+15,1.281696369763962500e+13
6.160200195312500000e+02,8.989173567769760000e+17,9.027758073841250560e+17,3.893344096051683200e+17,5.101008260601347200e+17,5.163489623494828000e+15,1.294447698615939844e+13
6.169899902343750000e+02,9.048308731537696000e+17,9.059741037435705600e+17,3.819561298541025280e+17,5.205997943594584960e+17,5.323255076640274000e+15,1.347122946041118555e+13
6.172299804687500000e+02,9.066708274363447040e+17,9.067769985451531520e+17,3.801367431425937920e+17,5.232024996547964800e+17,5.363133241958523000e+15,1.360325725475640039e+13
6.179499511718750000e+02,9.032200259367264000e+17,9.092603469609702400e+17,3.747213313739480960e+17,5.310401362384765440e+17,5.484987654140275000e+15,1.401027761369424414e+13
6.181899511718750091e+02,9.015324419201985280e+17,9.100949920689472000e+17,3.729200303422169600e+17,5.336554879784798720e+17,5.525810473385841000e+15,1.414695686106162109e+13
6.184400024414060226e+02,9.018887539245009920e+17,9.109720651314539520e+17,3.710478396105995520e+17,5.363830565200488320e+17,5.568562878425349000e+15,1.429045645932979883e+13
6.191600341796879547e+02,9.041073612779257600e+17,9.135739111408037120e+17,3.657032376086558080e+17,5.442645991468771840e+17,5.693914873612510000e+15,1.471485864257275781e+13
6.196400146484379547e+02,9.080081576662045440e+17,9.153438189552995840e+17,3.621632078067883520e+17,5.495301411013114880e+17,5.778513428942791000e+15,1.500300010385018164e+13
6.199473125751210318e+02,9.133066350263916800e+17,9.164970096794534400e+17,3.599096139554472960e+17,5.529078646244170880e+17,5.833261949025367000e+15,1.519043080712102344e+13
6.201300048828129547e+02,9.161349363657309440e+17,9.171825954133977600e+17,3.585698253478709760e+17,5.549159618213040000e+17,5.865810601678395000e+15,1.530186061103305859e+13
6.210899658203129547e+02,9.225150361225285120e+17,9.208852464687800320e+17,3.515968834149488640e+17,5.654975824803525760e+17,6.039759638875551000e+15,1.590225738252567969e+13
6.215515418419470279e+02,9.238582988228418560e+17,9.227071383978092800e+17,3.482724718296535680e+17,5.705973770246240640e+17,6.124610618629067000e+15,1.619715521826530859e+13
6.217856030273439956e+02,9.232564902373630720e+17,9.236526722932753920e+17,3.466017099626995200e+17,5.731893970281788800e+17,6.168269586734778000e+15,1.634994816615458008e+13
6.225400390625000000e+02,9.249082105684993280e+17,9.267231792949662720e+17,3.412327464866536960e+17,5.815498886554888960e+17,6.309660725355131000e+15,1.684590900087660547e+13
6.232600097656250000e+02,9.285032897687769600e+17,9.297376051232948480e+17,3.361692166205841920e+17,5.895497724588678400e+17,6.447055737143240000e+15,1.733202123121024805e+13
6.237399902343750000e+02,9.300487105337239040e+17,9.318001928535581440e+17,3.328323746134792320e+17,5.948954416217911040e+17,6.540212103530932000e+15,1.766428446009917578e+13
6.239799804687500000e+02,9.317128001454841600e+17,9.328408106177288960e+17,3.311707910529123200e+17,5.975704611982060800e+17,6.587064824558717000e+15,1.783185740281691406e+13
6.244699707031250000e+02,9.397689047305324800e+17,9.349782752672794880e+17,3.277879358068247040e+17,6.030348650185920000e+17,6.683105607393352000e+15,1.817601208765916406e+13
6.247099609375000000e+02,9.355134942531745280e+17,9.360551124452124160e+17,3.261535040969055360e+17,6.057177693494305280e+17,6.731034688100737000e+15,1.834928790822683594e+13
6.254299926757810226e+02,9.436938481741738240e+17,9.392927533407376640e+17,3.212550295392551680e+17,6.137685573001361920e+17,6.875040294502764000e+15,1.887026144339987109e+13
6.261500244140629547e+02,9.465842194797002240e+17,9.426332149875272960e+17,3.164350897428363520e+17,6.218402323627863040e+17,7.022138170870775000e+15,1.940776317823704297e+13
6.262884803185099827e+02,9.500061922876785920e+17,9.432755570038396160e+17,3.155082568153243520e+17,6.233923459874835200e+17,7.050423826116150000e+15,1.951112013444053125e+13
6.271199951171879547e+02,9.504235609174263040e+17,9.472459910194231040e+17,3.100295503557961600e+17,6.327352414845608960e+17,7.223737856147227000e+15,2.015039102050151562e+13
6.272492206280049913e+02,9.560261879697925120e+17,9.478653361956974080e+17,3.091798915409102080e+17,6.341876568177209600e+17,7.250742758344112000e+15,2.025011841182028125e+13
6.279935595703129820e+02,9.579782095483430400e+17,9.515266238977783040e+17,3.043596766328710400e+17,6.425704101752213760e+17,7.409203875230603000e+15,2.084037725514269141e+13
6.283200073242189774e+02,9.644008896523521280e+17,9.531415529742727680e+17,3.022528779668311040e+17,6.462485161060938240e+17,7.478985808548985000e+15,2.110079819734728516e+13
6.290400390625000000e+02,9.696155571052403200e+17,9.568049029128152320e+17,2.976866355465445760e+17,6.543783758496033280e+17,7.636107974512177000e+15,2.169276223435740234e+13
6.292800292968750000e+02,9.719842001778472960e+17,9.580292676086757120e+17,2.961673496759658240e+17,6.570886687195690240e+17,7.688583627034275000e+15,2.189064758928785547e+13
6.299044140624999955e+02,9.722915719531911680e+17,9.612952191723905280e+17,2.922792585229856640e+17,6.641530739039349760e+17,7.827712530266729000e+15,2.241984873824144922e+13
6.304899902343750000e+02,9.751747202844497920e+17,9.643897063378944000e+17,2.886582530423097600e+17,6.707833713519752960e+17,7.959225684151395000e+15,2.292187269474277734e+13
6.304899902343750000e+02,9.749827912698199040e+17,9.643897063378944000e+17,2.886582530423097600e+17,6.707833713519752960e+17,7.959225684151395000e+15,2.292187269474277734e+13
6.313635742187500455e+02,9.820684403679257600e+17,9.691172862596568320e+17,2.833462284238176000e+17,6.806918577537315840e+17,8.159099297392052000e+15,2.369125120494369531e+13
6.319299926757810226e+02,9.851547059098728960e+17,9.722668913589830400e+17,2.799706749692528960e+17,6.871288772079219200e+17,8.291557375954110000e+15,2.420613103507706641e+13
6.321699829101560226e+02,9.894697606227179520e+17,9.736027754883146240e+17,2.785416037790679680e+17,6.898564361845461760e+17,8.347727226313690000e+15,2.442455124418517578e+13
6.324100341796879547e+02,9.889571053074081280e+17,9.749428613172128000e+17,2.771153317846723200e+17,6.925852413795303680e+17,8.404046172873017000e+15,2.464378680206384766e+13
6.333699951171879547e+02,9.886419517959562240e+17,9.804344049098464000e+17,2.715202534288469440e+17,7.035166529041788160e+17,8.633892122403280000e+15,2.554658650362194922e+13
6.338435791015630230e+02,9.905403041046728960e+17,9.832139414446748160e+17,2.688178606383929600e+17,7.089192639105733120e+17,8.749813009806448000e+15,2.600632186026237500e+13
6.340999755859379547e+02,9.876044769746359040e+17,9.847200165939864320e+17,2.673558199985939520e+17,7.118443884569152000e+17,8.812616881619515000e+15,2.625547473120858203e+13
6.348200073242189774e+02,9.961789861860605440e+17,9.890157977960938240e+17,2.633047328414484480e+17,7.200678607984934400e+17,8.991447092455542000e+15,2.696921065090208203e+13
6.352999877929689774e+02,1.003842801157356928e+18,9.919083687088381440e+17,2.606281372999971840e+17,7.255536063916346880e+17,9.111731370092750000e+15,2.745112880061747656e+13
6.357800292968750000e+02,1.005102565745128192e+18,9.948610434441066240e+17,2.580006376168777280e+17,7.310478745144175360e+17,9.234321280907786000e+15,2.794627065212503125e+13
6.360200195312500000e+02,1.009861878020966528e+18,9.963436187258589440e+17,2.566923725200353600e+17,7.337955009967650560e+17,9.295854807747372000e+15,2.819522594277899219e+13
6.365000000000000000e+02,1.011799532017256960e+18,9.993259972272527360e+17,2.540901311840935360e+17,7.392929560404805120e+17,9.419605757047734000e+15,2.869709137815398828e+13
6.369799804687500000e+02,1.010816499873314688e+18,1.002363043959121920e+18,2.515332316977298880e+17,7.447973987901061120e+17,9.545526865288796000e+15,2.921150647995016016e+13
6.374599609375000000e+02,1.018077034209744384e+18,1.005411199191302144e+18,2.489855619581603200e+17,7.503032287910036480e+17,9.671905301448550000e+15,2.972858247247362891e+13
6.382471899414059635e+02,1.023000480941753728e+18,1.010508979950758400e+18,2.448888328967814080e+17,7.593457808271886080e+17,9.883233819693148000e+15,3.060022768733641797e+13
6.389000244140629547e+02,1.029094134093363968e+18,1.014811846407115904e+18,2.415542072704281280e+17,7.668538023694606080e+17,1.006170795604336600e+16,3.134193486487706250e+13
6.391400146484379547e+02,1.034486394232668416e+18,1.016401047665445888e+18,2.403345248980745280e+17,7.696147512015918080e+17,1.012763433368254400e+16,3.161645154603171094e+13
6.398599853515629547e+02,1.034215402236816256e+18,1.021237208834612480e+18,2.367325984284321600e+17,7.779057736791084800e+17,1.032846397329899800e+16,3.245796498497464453e+13
6.403399658203129547e+02,1.035910688498309120e+18,1.024484887662016128e+18,2.343509533180248320e+17,7.834359330606622720e+17,1.046339922394546600e+16,3.302515011314605078e+13
6.408200073242189774e+02,1.028826795820830720e+18,1.027794814714294016e+18,2.320205894298688640e+17,7.889739900796456960e+17,1.060121888837605800e+16,3.360939179850528906e+13
6.412999877929689774e+02,1.035267945958683136e+18,1.031110719397581696e+18,2.296958595593030400e+17,7.945120874093456640e+17,1.073931772219986400e+16,3.419531668400754297e+13
6.415400390625000000e+02,1.036908151574706816e+18,1.032790767081466752e+18,2.285513033057234880e+17,7.972842942848787200e+17,1.080943367174529600e+16,3.449460392171192969e+13
6.420200195312500000e+02,1.036026509752562304e+18,1.036173764529799168e+18,2.262826168529753600e+17,8.028299881106868480e+17,1.095077968810979200e+16,3.509987711213236328e+13
6.425959960937500455e+02,1.040952580845151872e+18,1.040262323945494528e+18,2.235844220759439360e+17,8.094879998855861760e+17,1.112186031095140400e+16,3.583498773706371094e+13
6.429799804687500000e+02,1.046091679838458880e+18,1.043021426175241984e+18,2.218135634097160640e+17,8.139303402444849920e+17,1.123760378152061200e+16,3.633518872324396094e+13
6.434599609375000000e+02,1.055019062521387648e+18,1.046480393459880704e+18,2.196084458479826560e+17,8.194843338136584960e+17,1.138281765602164800e+16,3.696366237418656250e+13
6.439584632286660053e+02,1.060007735208895104e+18,1.050129443113000448e+18,2.173656752534918080e+17,8.252586412745282560e+17,1.153663406522743200e+16,3.763446680621589844e+13
6.441799926757810226e+02,1.062187960616875776e+18,1.051751044390418944e+18,2.163690103662728000e+17,8.278246859285790720e+17,1.160498854361683600e+16,3.793256560652868750e+13
6.444199829101560226e+02,1.065205566020981248e+18,1.053512389399854592e+18,2.152931625130255360e+17,8.306050350530554880e+17,1.167929539862469400e+16,3.825705929255663281e+13
6.453061617337749567e+02,1.072076684738351616e+18,1.060115981042593024e+18,2.114042845879144960e+17,8.408817563549470720e+17,1.195921876914646800e+16,3.948886907342081250e+13
6.458599853515629547e+02,1.073878828312621056e+18,1.064304097489392896e+18,2.090254156699528320e+17,8.473101479050355200e+17,1.213772869293757600e+16,4.028046972332268750e+13
6.465799560546879547e+02,1.080746163669912960e+18,1.069786334866243328e+18,2.059647017431718400e+17,8.556705344096327680e+17,1.237206627590553400e+16,4.132347743049211719e+13
6.468200073242189774e+02,1.089919750183677312e+18,1.071636201824957312e+18,2.049627914335977920e+17,8.584600213010688000e+17,1.245154946376887000e+16,4.167952169354335938e+13
6.475300292968750000e+02,1.089858374277128192e+18,1.077125473125165568e+18,2.020144147846754880e+17,8.667122214024687360e+17,1.268779358791217200e+16,4.273971873362502344e+13
6.482500000000000000e+02,1.098520378893600256e+18,1.082761759505266048e+18,1.990842365405525440e+17,8.750858769994232320e+17,1.293188747649879200e+16,4.384278242153854688e+13
6.487299804687500000e+02,1.101680001683302272e+18,1.086560326907812352e+18,1.971658134120032960e+17,8.806713883767809280e+17,1.309742383819566800e+16,4.459558121473717188e+13
6.491715625000000500e+02,1.102613054978827264e+18,1.090069783139929472e+18,1.954134734663683840e+17,8.858111654982617600e+17,1.325072775817962200e+16,4.529442782801692188e+13
6.491907617187499682e+02,1.101639210007104896e+18,1.090222368193499136e+18,1.953372847730802240e+17,8.860346340687599360e+17,1.325739314600498200e+16,4.532481246337677344e+13
6.499299926757810226e+02,1.104709889697720448e+18,1.096160296938555520e+18,1.924578260621511040e+17,8.946429944235624960e+17,1.351858547680014400e+16,4.652314788939010156e+13
6.505577204777649740e+02,1.107351870130871808e+18,1.101240920653131904e+18,1.900457704241697280e+17,9.019551877710204160e+17,1.374324050810166200e+16,4.755864170051963281e+13
6.508612158203129638e+02,1.110225491536371968e+18,1.103721907240187008e+18,1.889008761945253760e+17,9.054918364901249280e+17,1.385374469768826200e+16,4.807113846814337500e+13
6.513699951171879547e+02,1.110867315205527296e+18,1.107881030740141952e+18,1.869815766222013760e+17,9.114206709608392960e+17,1.403899381356463400e+16,4.893028755060773438e+13
6.520799560546879547e+02,1.112163224585800704e+18,1.113759840108360960e+18,1.843689577087886400e+17,9.196969772945689600e+17,1.430361740147199800e+16,5.016784639774157031e+13
6.525599975585939774e+02,1.116934650941079168e+18,1.117754133233944576e+18,1.826194930964464640e+17,9.252935382906624000e+17,1.448421594165847400e+16,5.101525233206007812e+13
6.530400390625000000e+02,1.125553305854213760e+18,1.121780198508767744e+18,1.808980997384029760e+17,9.308909269698928640e+17,1.466757432485112400e+16,5.188019864646042969e+13
6.530400390625000000e+02,1.123510365355888128e+18,1.121780198508767744e+18,1.808980997384029760e+17,9.308909269698928640e+17,1.466757432485112400e+16,5.188019864646042969e+13
6.535104199218750409e+02,1.130495024585421568e+18,1.125737805565262336e+18,1.792225949666012480e+17,9.363757770366865920e+17,1.484840812241401800e+16,5.273518986274539844e+13
6.544799804687500000e+02,1.136720814372858752e+18,1.133975670586537088e+18,1.758410454468189440e+17,9.476817796933995520e+17,1.522865966689199600e+16,5.454558775579175781e+13
6.547099609375000000e+02,1.147433539156163840e+18,1.135949627768400768e+18,1.750570508530997760e+17,9.503633338706196480e+17,1.532083488500376600e+16,5.498774744418260156e+13
6.554299926757810226e+02,1.150256310748488832e+18,1.142133903726208000e+18,1.726063147720254720e+17,9.587586997065543680e+17,1.560986158037481200e+16,5.637493194824092969e+13
6.561500244140629547e+02,1.158877591513328896e+18,1.148380190679655296e+18,1.702129394754001600e+17,9.671518517862211840e+17,1.590550193439994800e+16,5.780491957289351562e+13
6.566300048828129547e+02,1.163797854144036352e+18,1.152565481831894528e+18,1.686377476377356800e+17,9.727454521981932800e+17,1.610504394401158600e+16,5.877421617596308594e+13
6.571099853515629547e+02,1.167326323210679040e+18,1.156771345227586304e+18,1.670819807559411840e+17,9.783377484373827840e+17,1.630694991186860400e+16,5.975890619542595312e+13
6.572726675180290385e+02,1.167249141919917568e+18,1.158196859417473024e+18,1.665546769522976000e+17,9.802331732034795520e+17,1.637538290531717600e+16,6.009265207904686719e+13
6.578661592923680246e+02,1.170092916898490112e+18,1.163437381542865664e+18,1.646696715397730560e+17,9.871441690103075840e+17,1.663000912878429600e+16,6.134278446119256250e+13
6.582999877929689774e+02,1.166762557269111552e+18,1.167274906193938944e+18,1.632983781476398720e+17,9.921952903968225280e+17,1.681698312932139800e+16,6.226215941614962500e+13
6.588815636268029721e+02,1.170692310274484480e+18,1.172458412262857216e+18,1.614988838201495680e+17,9.989614317884349440e+17,1.707290233571588600e+16,6.352937493113772656e+13
6.592600097656250000e+02,1.173696091516426496e+18,1.175835800601317632e+18,1.603322306110313280e+17,1.003363749955613184e+18,1.724002223763376000e+16,6.435785281002446094e+13
6.597299804687500000e+02,1.183268040826371840e+18,1.180055528443298560e+18,1.589096389340140160e+17,1.008826180763549184e+18,1.745131724067144800e+16,6.541162605386224219e+13
6.602099609375000000e+02,1.189919438574945792e+18,1.184374580673207808e+18,1.574664442803631360e+17,1.014403268161796096e+18,1.766850302048907400e+16,6.649706806383817188e+13
6.609299926757810226e+02,1.197974046469949440e+18,1.190891497738589952e+18,1.553416963319780800e+17,1.022760861931706112e+18,1.800040588176390000e+16,6.816607141589807031e+13
6.611699829101560226e+02,1.206129598629362944e+18,1.193067664217980928e+18,1.546378129487806080e+17,1.025545554157120384e+18,1.811168335877047600e+16,6.872671542165127344e+13
6.618800048828129547e+02,1.209016318840253696e+18,1.199537904308715776e+18,1.525908337468381120e+17,1.033774771777387776e+18,1.844658876752541600e+16,7.042360887661401562e+13
6.621938382662269760e+02,1.212807233656462592e+18,1.202403918147263488e+18,1.516928719476422080e+17,1.037410320017038592e+18,1.859571026460496000e+16,7.118097862713340625e+13
6.628399658203129547e+02,1.214045578235319552e+18,1.208331684035401984e+18,1.498758068513099520e+17,1.044885191937421696e+18,1.890809130425110800e+16,7.277655511711171875e+13
6.631861290564910405e+02,1.215882587321478656e+18,1.211513599038910464e+18,1.489094436296200960e+17,1.048887590290402432e+18,1.907665746863205200e+16,7.363955346702557812e+13
6.637900390625000000e+02,1.220795908643892224e+18,1.217086868032916992e+18,1.472509284836458880e+17,1.055859802801587584e+18,1.937564028027482400e+16,7.517850879211092188e+13
6.645100097656250000e+02,1.220862585295407616e+18,1.223750396925726976e+18,1.452979097436007360e+17,1.064162317587470848e+18,1.973650797376636400e+16,7.704341268258393750e+13
6.652199707031250000e+02,1.228598535138730496e+18,1.230350414047494400e+18,1.434105485238403680e+17,1.072332486188503424e+18,2.009965377805125200e+16,7.893236112349275000e+13
6.654023632812500182e+02,1.232492656452492032e+18,1.232046765691658496e+18,1.429267828552595040e+17,1.074430881308395136e+18,2.019316965626160400e+16,7.941917138658003125e+13
6.659400024414060226e+02,1.237253719026574080e+18,1.237068762241786624e+18,1.415317726480273760e+17,1.080600574212073216e+18,2.047503720766025200e+16,8.089696444201810938e+13
6.661799926757810226e+02,1.243874797259869184e+18,1.239310470469933568e+18,1.409090709339409120e+17,1.083354588717909760e+18,2.060085665076636800e+16,8.155661858928932812e+13
6.666500244140629547e+02,1.252884397219369984e+18,1.243711374939286272e+18,1.397058681405158560e+17,1.088738889013498496e+18,2.085075428911720400e+16,8.287269627173943750e+13
6.671300048828129547e+02,1.256202388459563264e+18,1.248213657180384512e+18,1.384901407660088000e+17,1.094229601783541888e+18,2.110868555303295600e+16,8.423567675329653125e+13
6.673699951171879547e+02,1.261845372262631680e+18,1.250464798300933888e+18,1.378822770787552640e+17,1.096974958168563584e+18,2.123765118499082800e+16,8.491716699407506250e+13
6.683200073242189774e+02,1.263747658747884800e+18,1.259407842615764736e+18,1.355321213269524160e+17,1.107805261829524992e+18,2.176075323043058400e+16,8.770280979880428125e+13
6.687353750375599475e+02,1.262050391275252480e+18,1.263328209485077248e+18,1.345253704495645920e+17,1.112524891234844032e+18,2.199439648962545200e+16,8.895543487591823438e+13
6.687999877929689774e+02,1.261243965030413056e+18,1.263938333794874880e+18,1.343693532226475680e+17,1.113258612342876800e+18,2.203088068961612400e+16,8.915127020547434375e+13
6.697223088191110492e+02,1.261603657508806912e+18,1.272655434726788864e+18,1.321613249940136640e+17,1.123716002059688448e+18,2.255646446547353600e+16,9.198063446754025000e+13
6.705619628906249545e+02,1.264312999387766528e+18,1.280606705332959744e+18,1.301909837591915200e+17,1.133201313681527168e+18,2.304507589030242400e+16,9.462829848396496875e+13
6.709400024414060226e+02,1.271057105826056192e+18,1.284191897314456064e+18,1.293202239495690240e+17,1.137456331995595264e+18,2.326941139044264400e+16,9.585135223641071875e+13
6.711799926757810226e+02,1.272457596653382400e+18,1.286467878920457216e+18,1.287674409130749120e+17,1.140157538365016832e+18,2.341182593184724000e+16,9.662778146477118750e+13
6.717061861478370020e+02,1.275306855297974528e+18,1.291461988540728064e+18,1.275725086770131040e+17,1.146061929102399232e+18,2.372888315121778400e+16,9.836463846146248438e+13
6.721300048828129547e+02,1.281782474417921536e+18,1.295486451962004992e+18,1.266188383717546560e+17,1.150808236981214336e+18,2.398672431645446800e+16,9.978130554207329688e+13
6.726099853515629547e+02,1.286717460598228480e+18,1.300045654638132480e+18,1.255504005398816000e+17,1.156169755001247488e+18,2.428218831094615600e+16,1.014106750936782500e+14
6.730899658203129547e+02,1.289013239874902784e+18,1.304606492866048256e+18,1.244951160544939680e+17,1.161515702073356544e+18,2.458156811581706800e+16,1.030683474443465156e+14
6.735599975585939774e+02,1.293012653028218112e+18,1.309072917014842880e+18,1.234704635002020480e+17,1.166739346141649408e+18,2.487750197774866400e+16,1.047117440970188594e+14
6.740400390625000000e+02,1.287709114328977920e+18,1.313634664577070592e+18,1.224390690631529120e+17,1.172054441583238912e+18,2.518448867396345200e+16,1.064247144533553281e+14
6.745100097656250000e+02,1.292680732490779904e+18,1.318100072716488704e+18,1.214353825507234240e+17,1.177249226752677888e+18,2.548705891316211200e+16,1.081165815062753281e+14
6.749899902343750000e+02,1.295656874268637952e+18,1.322658789288533760e+18,1.204274237231574080e+17,1.182529843905361920e+18,2.580177625876615600e+16,1.098862801205371406e+14
6.752299804687500000e+02,1.307859760829027584e+18,1.324938147574556416e+18,1.199234443093744160e+17,1.185170152481703936e+18,2.595913493156818000e+16,1.107711294276680469e+14
6.759400024414060226e+02,1.319746395088454400e+18,1.331675648744471296e+18,1.184585425186260640e+17,1.192939841163114496e+18,2.643391148987249600e+16,1.134570781838052812e+14
6.766216259765629957e+02,1.331952617651427328e+18,1.338138048762741760e+18,1.170700561400426400e+17,1.200368573897431296e+18,2.689620909760917200e+16,1.160838654039080312e+14
6.770007793719960318e+02,1.337251980594985728e+18,1.341728584801967360e+18,1.163090221720892960e+17,1.204480943954033920e+18,2.715758549789396000e+16,1.175764108551206094e+14
6.776099853515629547e+02,1.345505876234659072e+18,1.347492550476281600e+18,1.150962052164099040e+17,1.211069305358747136e+18,2.758149398073482400e+16,1.200040709586532344e+14
6.780799560546879547e+02,1.343608926395348736e+18,1.351932378898577152e+18,1.141737227972363360e+17,1.216126587010753024e+18,2.791370895962816800e+16,1.219157553677492812e+14
6.783776049804689592e+02,1.345186761424428032e+18,1.354744277920709888e+18,1.135894823343880640e+17,1.219329540814218240e+18,2.812411235485781200e+16,1.231264921371184688e+14
6.790300292968750000e+02,1.341566116604021760e+18,1.360889129929740544e+18,1.123366234027220320e+17,1.226291773495175936e+18,2.859690014587032800e+16,1.258678124042023906e+14
6.797500000000000000e+02,1.346285688797736704e+18,1.367657176974900736e+18,1.109696435949916000e+17,1.233939093760865536e+18,2.912552099960472800e+16,1.289452377748426094e+14
6.797500000000000000e+02,1.343739196913729792e+18,1.367657176974900736e+18,1.109696435949916000e+17,1.233939093760865536e+18,2.912552099960472800e+16,1.289452377748426094e+14
6.804599609375000000e+02,1.357108196223567104e+18,1.374315817936948736e+18,1.096393194045860320e+17,1.241438954684681472e+18,2.965467472104891200e+16,1.320398361655634219e+14
